日付,カテゴリ,分類,メモ,金額
2018年9月2日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2018年9月4日,カード返済,UFJ,セゾン,"-1,790 "
2018年9月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"313,649 "
2018年9月6日,ローン,UFJ,ローン,"-68,398 "
2018年9月7日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2018年9月7日,その他,UFJ,AMAZON.CO.JP,"-3,191 "
2018年9月9日,電話,UFJ,NTT東日本 ご利用料金 09ガツブン,"-2,151 "
2018年9月10日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000 "
2018年9月15日,ガソリン,UFJ,ナガヌマ エスエス,"-1,741 "
2018年9月16日,ATM引き出し,UFJ,イオンギンコウ,"-50,000 "
2018年9月16日,ガソリン,UFJ,ナガヌマ エスエス,"-6,492 "
2018年9月16日,手数料,UFJ,手数料,-108 
2018年9月18日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2018年9月20日,ガス,UFJ,トウキヨウガス 1195-614,"-10,837 "
2018年9月22日,その他,UFJ,ららぽ-とTOKYO-BAY,"-8,067 "
2018年9月26日,保険,UFJ,ソンポジヤパン,"-2,990 "
2018年9月27日,カード返済,UFJ,ラクテンカードサービス,"-78,794 "
2018年9月27日,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000 "
2018年9月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2018年9月27日,その他,UFJ,クリアコンタクト730008,"-2,450 "
2018年9月28日,管理費,UFJ,RKS(カンリヒトウ,"-17,670 "
2018年9月29日,ATM引き出し,UFJ,ATM 引き出し,"-10,000 "
2018年9月30日,携帯電話,UFJ,ドコモご利用料金 10ガツブン,"-18,143 "
2018年9月30日,ATM引き出し,UFJ,ATM 引き出し,"-15,000 "
2018年9月30日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580 "
2018年10月2日,その他,UFJ,WWW.TAIDOBUY.COM 利用国PL,"-3,228 "
2018年10月4日,カード返済,UFJ,セゾン,"-2,190 "
2018年10月5日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2018年10月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"283,428 "
2018年10月8日,ガソリン,UFJ,ナガヌマ エスエス,"-5,293 "
2018年10月9日,ローン,UFJ,ローン,"-68,398 "
2018年10月9日,電話,UFJ,NTT東日本 ご利用料金 10ガツブン,"-2,151 "
2018年10月10日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2018年10月10日,手数料,UFJ,手数料,-108 
2018年10月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2018年10月16日,水道,UFJ,ケンスイドウキヨク,"-9,256 "
2018年10月18日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000 "
2018年10月19日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2018年10月19日,手数料,UFJ,手数料,-108 
2018年10月21日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2018年10月21日,ガソリン,UFJ,ナガヌマ エスエス,"-4,538 "
2018年10月22日,ガス,UFJ,トウキヨウガス 1195-614,"-10,553 "
2018年10月26日,保険,UFJ,ソンポジヤパン,"-2,990 "
2018年10月27日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2018年10月27日,その他,UFJ,ニトリ 6398102010002,"-12,471 "
2018年10月27日,手数料,UFJ,手数料,-216 
2018年10月29日,カード返済,UFJ,ラクテンカードサービス,"-54,018 "
2018年10月29日,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000 "
2018年10月29日,管理費,UFJ,RKS(カンリヒトウ,"-17,670 "
2018年10月29日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2018年10月31日,携帯電話,UFJ,ドコモご利用料金 11ガツブン,"-18,435 "
2018年10月31日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580 "
2018年11月4日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2018年11月4日,その他,UFJ,アベイル,"-5,140 "
2018年11月4日,灯油,UFJ,ナガヌマ エスエス,"-1,692 "
2018年11月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"310,943 "
2018年11月6日,ローン,UFJ,ローン,"-68,398 "
2018年11月9日,医療,UFJ,レンズオーサム!750043,"-4,440 "
2018年11月9日,その他,UFJ,彩天地760017,"-1,780 "
2018年11月10日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2018年11月10日,ガソリン,UFJ,ナガヌマ エスエス,"-3,711 "
2018年11月12日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000 "
2018年11月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2018年11月17日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2018年11月17日,食費,UFJ,鳥貴族 稲毛店 4966456093540 00160,"-6,420 "
2018年11月17日,手数料,UFJ,手数料,-216 
2018年11月20日,ガス,UFJ,トウキヨウガス 1195-614,"-11,488 "
2018年11月23日,その他,UFJ,シマウマプリント,"-4,880 "
2018年11月23日,ガソリン,UFJ,ナガヌマ エスエス,"-4,879 "
2018年11月26日,保険,UFJ,ソンポジヤパン,"-2,990 "
2018年11月27日,カード返済,UFJ,ラクテンカードサービス,"-62,407 "
2018年11月27日,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000 "
2018年11月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2018年11月27日,その他,UFJ,QOO10 JAPAN 利用国SG,"-4,781 "
2018年11月28日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2018年11月28日,管理費,UFJ,RKS(カンリヒトウ,"-17,670 "
2018年11月30日,携帯電話,UFJ,ドコモご利用料金 12ガツブン,"-17,841 "
2018年11月30日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580 "
2018年12月1日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2018年12月2日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2018年12月4日,カード返済,UFJ,セゾン,-290 
2018年12月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"241,649 "
2018年12月6日,ローン,UFJ,ローン,"-68,398 "
2018年12月6日,その他,UFJ,シマウマプリント,"-2,848 "
2018年12月6日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,"-1,890 "
2018年12月9日,電話,UFJ,NTT東日本 ご利用料金 12ガツブン,"-4,372 "
2018年12月9日,ガソリン,UFJ,ナガヌマ エスエス,"-4,213 "
2018年12月10日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000 "
2018年12月11日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2018年12月11日,手数料,UFJ,手数料,-108 
2018年12月15日,レジャー,UFJ,デイズニーストア,"-38,400 "
2018年12月15日,灯油,UFJ,ナガヌマ エスエス,"-3,348 "
2018年12月17日,水道,UFJ,ケンスイドウキヨク,"-11,244 "
2018年12月17日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2018年12月17日,ボーナス,UFJ,シンワツウシンコウギヨウ(カ,"569,459 "
2018年12月18日,ATM引き出し,UFJ,ATM 引き出し,"-200,000 "
2018年12月18日,手数料,UFJ,手数料,-108 
2018年12月20日,ガス,UFJ,トウキヨウガス 1195-614,"-12,772 "
2018年12月23日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,-192 
2018年12月25日,税金,UFJ,チバシコテイ,"-22,000 "
2018年12月26日,保険,UFJ,ソンポジヤパン,"-2,990 "
2018年12月26日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,-145 
2018年12月27日,カード返済,UFJ,ラクテンカードサービス,"-71,226 "
2018年12月27日,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000 "
2018年12月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2018年12月28日,管理費,UFJ,RKS(カンリヒトウ,"-17,670 "
2018年12月28日,給料,UFJ,シンワツウシンコウギヨウ(カ,"244,981 "
2018年12月29日,ATM引き出し,UFJ,ATM 引き出し,"-100,000 "
2018年12月31日,携帯電話,UFJ,ドコモご利用料金 01ガツブン,"-17,841 "
2018年12月31日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580 "
2019年1月1日,その他,UFJ,ABCメガアリオ蘇我店,"-8,618 "
2019年1月1日,ガソリン,UFJ,ナガヌマ エスエス,"-4,614 "
2019年1月7日,ローン,UFJ,ローン,"-68,398 "
2019年1月7日,ATM入金,UFJ,ATM 入金,"20,000 "
2019年1月10日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000 "
2019年1月12日,灯油,UFJ,ナガヌマ エスエス,"-1,638 "
2019年1月13日,その他,UFJ,クガヨウコ,"-10,000 "
2019年1月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2019年1月16日,ATM引き出し,UFJ,イオンギンコウ,"-20,000 "
2019年1月18日,その他,UFJ,大きいサイズ専門店JUNGLE740002,"-3,640 "
2019年1月21日,その他,UFJ,LOC SHOP770002,"-2,060 "
2019年1月21日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,-444 
2019年1月21日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,-89 
2019年1月22日,その他,UFJ,TeddyShop740163,-680 
2019年1月23日,ガス,UFJ,トウキヨウガス 1195-614,"-16,058 "
2019年1月23日,その他,UFJ,オレンジマミー770029,"-1,200 "
2019年1月25日,その他,UFJ,東海メガネ・コンタクト740001,"-3,380 "
2019年1月26日,ガソリン,UFJ,ナガヌマ エスエス,"-4,782 "
2019年1月26日,灯油,UFJ,ナガヌマ エスエス,"-1,638 "
2019年1月28日,カード返済,UFJ,ラクテンカードサービス,"-76,829 "
2019年1月28日,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000 "
2019年1月28日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2019年1月28日,管理費,UFJ,RKS(カンリヒトウ,"-17,670 "
2019年1月28日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2019年1月28日,保険,UFJ,ソンポジヤパン,"-2,990 "
2019年1月28日,手数料,UFJ,利用手数料,-108 
2019年1月30日,ATM入金,UFJ,ATM 入金,"20,000 "
2019年1月31日,携帯電話,UFJ,ドコモご利用料金 02ガツブン,"-17,867 "
2019年1月31日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580 "
2019年2月2日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2019年2月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"236,530 "
2019年2月6日,ローン,UFJ,ローン,"-68,398 "
2019年2月6日,医療,UFJ,レンズオーサム!740051,"-4,440 "
2019年2月9日,ATM引き出し,UFJ,ATM 引き出し,"-40,000 "
2019年2月9日,電話,UFJ,NTT東日本 ご利用料金 02ガツブン,"-4,320 "
2019年2月9日,手数料,UFJ,手数料,-216 
2019年2月10日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000 "
2019年2月11日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2019年2月12日,灯油,UFJ,ナガヌマ エスエス,"-1,638 "
2019年2月14日,ATM引き出し,UFJ,ATM 引き出し,"-1,000 "
2019年2月14日,手数料,UFJ,利用手数料,-108 
2019年2月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2019年2月18日,水道,UFJ,ケンスイドウキヨク,"-12,092 "
2019年2月18日,利息,UFJ,スーパーフツウ,1 
2019年2月19日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,-76 
2019年2月20日,ガス,UFJ,トウキヨウガス 1195-614,"-14,978 "
2019年2月21日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,-169 
2019年2月26日,保険,UFJ,ソンポジヤパン,"-2,990 "
2019年2月27日,カード返済,UFJ,ラクテンカードサービス,"-83,034 "
2019年2月27日,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000 "
2019年2月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2019年2月28日,税金,UFJ,チバシコテイ,"-22,000 "
2019年2月28日,携帯電話,UFJ,ドコモご利用料金 03ガツブン,"-17,863 "
2019年2月28日,管理費,UFJ,RKS(カンリヒトウ,"-17,670 "
2019年2月28日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580 "
2019年3月2日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2019年3月3日,その他,UFJ,ゴーカートオンラインシヨツプ,"-3,407 "
2019年3月4日,灯油,UFJ,ナガヌマ エスエス,"-1,638 "
2019年3月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"231,572 "
2019年3月6日,ローン,UFJ,ローン,"-68,398 "
2019年3月9日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2019年3月10日,ガソリン,UFJ,ナガヌマ エスエス,"-4,279 "
2019年3月11日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000 "
2019年3月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2019年3月20日,ガス,UFJ,トウキヨウガス 1195-614,"-13,858 "
2019年3月26日,保険,UFJ,ソンポジヤパン,"-2,990 "
2019年3月27日,カード返済,UFJ,ラクテンカードサービス,"-47,068 "
2019年3月27日,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000 "
2019年3月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2019年3月28日,管理費,UFJ,RKS(カンリヒトウ,"-17,670 "
2019年3月31日,携帯電話,UFJ,ドコモご利用料金 04ガツブン,"-19,274 "
2019年3月31日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580 "
2019年3月31日,携帯電話,UFJ,ドコモ決済サービス等 月分 04ガツブン,"-2,000 "
2019年4月1日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2019年4月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"248,915 "
2019年4月7日,ATM引き出し,UFJ,ATM 引き出し,"-40,000 "
2019年4月8日,ローン,UFJ,ローン,"-68,398 "
2019年4月9日,電話,UFJ,NTT東日本 ご利用料金 04ガツブン,"-4,302 "
2019年4月10日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000 "
2019年4月13日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2019年4月13日,ガソリン,UFJ,ナガヌマ エスエス,"-4,307 "
2019年4月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2019年4月16日,水道,UFJ,チバケンスイドウ,"-9,816 "
2019年4月18日,ガス,UFJ,トウキヨウガス 1195-614,"-13,650 "
2019年4月26日,保険,UFJ,ソンポジヤパン,"-2,990 "
2019年4月26日,給料,UFJ,シンワツウシンコウギヨウ(カ,"236,269 "
2019年4月28日,旅行,UFJ,ST*アソビユーカブシキカイシ,"-1,000 "
2019年4月29日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2019年4月29日,学費,UFJ,ベネッセコーポレーション,"-15,670 "
2019年4月29日,学費,UFJ,ベネッセコーポレーション,"-1,836 "
2019年4月30日,携帯電話,UFJ,ドコモご利用料金 05ガツブン,"-19,987 "
2019年4月30日,ガソリン,UFJ,出光興産 361496 02 45.31,"-6,343 "
2019年4月30日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580 "
2019年5月6日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2019年5月7日,ローン,UFJ,ローン,"-68,398 "
2019年5月7日,カード返済,UFJ,ラクテンカードサービス,"-44,625 "
2019年5月7日,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000 "
2019年5月7日,税金,UFJ,チバシコテイ,"-23,100 "
2019年5月7日,管理費,UFJ,RKS(カンリヒトウ,"-17,670 "
2019年5月7日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2019年5月7日,医療,UFJ,レンズオーサム!770148,"-4,560 "
2019年5月8日,その他,UFJ,オンラインJPモシクハイイナオオキ,"-3,344 "
2019年5月10日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000 "
2019年5月11日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2019年5月11日,その他,UFJ,ららぽ-とTOKYO-BAY,"-2,797 "
2019年5月11日,その他,UFJ,ららぽ-とTOKYO-BAY,"-2,786 "
2019年5月13日,駐車場,UFJ,カイヒンフドウサン(カ)ヨシ,"-8,640 "
2019年5月13日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,"-6,907 "
2019年5月14日,振替,UFJ,ヤマザキ ミチコ,"100,000 "
2019年5月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2019年5月18日,その他,UFJ,PAYPAL *BEIJINGWEIZ 利用国HK,"-1,849 "
2019年5月19日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2019年5月19日,ガソリン,UFJ,ナガヌマ エスエス,"-4,755 "
2019年5月19日,手数料,UFJ,手数料,-216 
2019年5月23日,ガス,UFJ,トウキヨウガス 1195-614,"-12,697 "
2019年5月27日,カード返済,UFJ,ラクテンカードサービス,"-51,969 "
2019年5月27日,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000 "
2019年5月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2019年5月27日,保険,UFJ,ソンポジヤパン,"-2,990 "
2019年5月28日,税金,UFJ,チバケンジドウシヤゼイ,"-39,500 "
2019年5月28日,管理費,UFJ,RKS(カンリヒトウ,"-17,670 "
2019年5月28日,税金,UFJ,システムリヨウリヨウ チバケンセ,-324 
2019年5月29日,学費,UFJ,ベネッセコーポレーション,"-7,835 "
2019年5月31日,携帯電話,UFJ,ドコモご利用料金 06ガツブン,"-17,452 "
2019年5月31日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580 "
2019年6月2日,振替,UFJ,ネツト ヤマザキ ユウキ,"-10,000 "
2019年6月2日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,"-1,805 "
2019年6月2日,手数料,UFJ,振込手数料,-216 
2019年6月2日,その他,UFJ,ヤマザキ ユウキ,"10,000 "
2019年6月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"252,837 "
2019年6月6日,ローン,UFJ,ローン,"-68,398 "
2019年6月7日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2019年6月9日,旅行,UFJ,デイズニーストア,"-6,400 "
2019年6月9日,電話,UFJ,NTT東日本 ご利用料金 06ガツブン,"-4,365 "
2019年6月13日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000 "
2019年6月16日,ガソリン,UFJ,ナガヌマ エスエス,"-3,777 "
2019年6月17日,水道,UFJ,チバケンスイドウ,"-10,376 "
2019年6月17日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2019年6月18日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2019年6月18日,車,UFJ,JAFネンカイヒ,"-4,000 "
2019年6月18日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,-200 
2019年6月18日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,-184 
2019年6月18日,手数料,UFJ,手数料,-108 
2019年6月19日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,-298 
2019年6月20日,ガス,UFJ,トウキヨウガス 1195-614,"-11,666 "
2019年6月22日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2019年6月23日,その他,UFJ,グレイル,"-2,199 "
2019年6月23日,その他,UFJ,AMAZON.CO.JP,-160 
2019年6月24日,振替,UFJ,ヤマザキ ミチコ,"100,000 "
2019年6月26日,保険,UFJ,ソンポジヤパン,"-2,990 "
2019年6月27日,カード返済,UFJ,ラクテンカードサービス,"-130,914 "
2019年6月27日,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000 "
2019年6月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2019年6月27日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,-207 
2019年6月28日,管理費,UFJ,RKS(カンリヒトウ,"-17,670 "
2019年6月29日,学費,UFJ,ベネッセコーポレーション,"-7,835 "
