日付,カテゴリ,分類,メモ,金額,,
2017/12/31,携帯電話,楽天カード,ドコモご利用料金 01ガツブン,"-17,229",,
2018/1/1,ATM引き出し,UFJ,ATM 引き出し,"-50,000",,
2018/1/1,手数料,UFJ,手数料,-216,,
2018/1/4,水道,UFJ,ゲスイシヨウリヨウ,"-4,816",,
2018/1/4,振替,UFJ,ヤマザキ ミチコ,"-500,000",,
2018/1/6,ATM引き出し,UFJ,ATM 引き出し,"-50,000",,
2018/1/6,灯油,楽天カード,ナガヌマ エスエス,"-2,844",,
2018/1/6,ガソリン,楽天カード,ナガヌマ エスエス,"-3,074",,
2018/1/7,医療,楽天カード,LENSMODE,"-9,880",,
2018/1/9,ローン,UFJ,ローン,"-68,086",,
2018/1/9,電話,楽天カード,NTT東日本 ご利用料金 01ガツブン,"-2,170",,
2018/1/14,高速,セゾンカード,ETC特別割引(佐原香取→千葉北),"-1,340",,
2018/1/14,高速,セゾンカード,ETC特別割引(千葉北→佐原香取),"-1,340",,
2018/1/15,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2018/1/16,駐車場,UFJ,カイヒンフドウサン(カ,"-16,000",,
2018/1/17,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2018/1/21,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2018/1/23,その他,楽天カード,ゴーカートオンラインシヨツプ,"-2,562",,
2018/1/23,ガス,楽天カード,トウキヨウガス 1195-614,"-13,096",,
2018/1/23,灯油,楽天カード,ナガヌマ エスエス,"-1,566",,
2018/1/26,保険,UFJ,ソンポジヤパン,"-2,650",,
2018/1/26,灯油,楽天カード,ナガヌマ エスエス,"-1,566",,
2018/1/29,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2018/1/29,管理費,UFJ,RKS(カンリヒトウ,"-17,670",,
2018/1/29,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000",,
2018/1/29,カード返済,UFJ,ラクテンカードサービス,"-68,849",,
2018/1/31,ATM引き出し,UFJ,ATM 引き出し,"-20,000",,
2018/1/31,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580",,
2018/1/31,携帯電話,楽天カード,ドコモご利用料金 02ガツブン,"-6,948",,
2018/2/5,給料,UFJ,シンワツウシンコウギヨウ(カ,"276,179",,
2018/2/6,ローン,UFJ,ローン,"-68,086",,
2018/2/9,電話,楽天カード,NTT東日本 ご利用料金 02ガツブン,"-2,169",,
2018/2/10,ATM引き出し,UFJ,ATM 引き出し,"-40,000",,
2018/2/10,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000",,
2018/2/10,ガソリン,楽天カード,ナガヌマ エスエス,"-5,247",,
2018/2/11,その他,楽天カード,QOO10 JAPAN,"-4,730",,
2018/2/12,灯油,楽天カード,ナガヌマ エスエス,"-3,204",,
2018/2/13,ATM入金,みずほ ゆーき,ATM 入金,"70,000",,
2018/2/15,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2018/2/16,水道,UFJ,ケンスイドウキヨク,"-12,940",,
2018/2/18,ATM引き出し,UFJ,ATM 引き出し,"-20,000",,
2018/2/19,利息,UFJ,スーパーフツウ,1,,
2018/2/19,医療,楽天カード,Jトレード770006,"-6,780",,
2018/2/20,ガス,楽天カード,トウキヨウガス 1195-614,"-14,162",,
2018/2/24,高速,セゾンカード,ETC特別割引(松ヶ丘南→君津),-890,,
2018/2/25,ATM引き出し,UFJ,ATM 引き出し,"-10,000",,
2018/2/25,ガソリン,楽天カード,ナガヌマ エスエス,"-3,295",,
2018/2/26,保険,UFJ,ソンポジヤパン,"-2,650",,
2018/2/27,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2018/2/27,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000",,
2018/2/27,カード返済,UFJ,ラクテンカードサービス,"-69,830",,
2018/2/28,管理費,UFJ,RKS(カンリヒトウ,"-17,670",,
2018/2/28,税金,UFJ,チバシコテイ,"-22,000",,
2018/2/28,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580",,
2018/2/28,携帯電話,楽天カード,ドコモご利用料金 03ガツブン,"-17,114",,
2018/3/3,その他,楽天カード,テックランド 八千代店 5911051079597,"-3,272",,
2018/3/5,給料,UFJ,シンワツウシンコウギヨウ(カ,"272,613",,
2018/3/5,カード返済,UFJ,セゾン,"-5,130",,
2018/3/6,ATM引き出し,UFJ,ATM 引き出し,"-50,000",,
2018/3/6,ローン,UFJ,ローン,"-68,086",,
2018/3/9,電話,楽天カード,NTT東日本 ご利用料金 03ガツブン,"-2,151",,
2018/3/10,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000",,
2018/3/11,高速,セゾンカード,ETC東日本(四街道→富里),-640,,
2018/3/11,高速,セゾンカード,ETC東日本(新空港→千葉北),"-1,120",,
2018/3/15,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2018/3/17,ガソリン,楽天カード,ナガヌマ エスエス,"-4,781",,
2018/3/21,高速,セゾンカード,ETC東日本(穴川西→千葉西),-250,,
2018/3/21,高速,セゾンカード,ETC東日本(船橋本線下→船橋本線下),-250,,
2018/3/21,高速,セゾンカード,ETC東日本(船橋本線上→船橋本線上),-250,,
2018/3/22,ガス,楽天カード,トウキヨウガス 1195-614,"-11,736",,
2018/3/24,高速,セゾンカード,ETC東日本(船橋本線下→船橋本線下),-250,,
2018/3/25,高速,セゾンカード,ETC東日本(千葉西→穴川西),-250,,
2018/3/26,保険,UFJ,ソンポジヤパン,"-2,650",,
2018/3/27,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2018/3/27,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000",,
2018/3/27,カード返済,UFJ,ラクテンカードサービス,"-50,115",,
2018/3/28,管理費,UFJ,RKS(カンリヒトウ,"-17,670",,
2018/3/31,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580",,
2018/3/31,携帯電話,楽天カード,ドコモご利用料金 04ガツブン,"-18,059",,
2018/4/1,食費,楽天カード,すたみな太郎 千葉北店 4971156011291 14019,"-4,381",,
2018/4/4,カード返済,UFJ,セゾン,-890,,
2018/4/5,ATM引き出し,UFJ,ATM 引き出し,"-40,000",,
2018/4/5,給料,UFJ,シンワツウシンコウギヨウ(カ,"244,017",,
2018/4/5,手数料,UFJ,手数料,-108,,
2018/4/6,ローン,UFJ,ローン,"-68,086",,
2018/4/6,医療,楽天カード,LENSMODE,"-4,560",,
2018/4/8,ガソリン,楽天カード,ナガヌマ エスエス,"-5,106",,
2018/4/9,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000",,
2018/4/9,電話,楽天カード,NTT東日本 ご利用料金 04ガツブン,"-2,151",,
2018/4/14,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2018/4/15,その他,楽天カード,AMAZON.CO.JP,"-1,560",,
2018/4/16,水道,UFJ,ケンスイドウキヨク,"-10,810",,
2018/4/16,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2018/4/19,ガス,楽天カード,トウキヨウガス 1195-614,"-11,440",,
2018/4/21,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2018/4/26,保険,UFJ,ソンポジヤパン,"-2,650",,
2018/4/27,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2018/4/27,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000",,
2018/4/27,カード返済,UFJ,ラクテンカードサービス,"-42,634",,
2018/4/30,ATM引き出し,UFJ,ATM 引き出し,"-20,000",,
2018/4/30,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580",,
2018/4/30,携帯電話,楽天カード,ドコモご利用料金 05ガツブン,"-17,960",,
2018/5/1,管理費,UFJ,RKS(カンリヒトウ,"-17,670",,
2018/5/1,税金,UFJ,チバシコテイ,"-23,100",,
2018/5/2,給料,UFJ,シンワツウシンコウギヨウ(カ,"250,680",,
2018/5/2,その他,楽天カード,ヤフーショッピング ラジェム,"-1,280",,
2018/5/3,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2018/5/3,駐車場,UFJ,カイヒンフドウサンカブシキ,"-8,640",,
2018/5/3,ガソリン,楽天カード,ENEOS-SS,"-4,347",,
2018/5/7,カード返済,UFJ,セゾン,"-3,010",,
2018/5/7,ローン,UFJ,ローン,"-68,398",,
2018/5/9,電話,楽天カード,NTT東日本 ご利用料金 05ガツブン,"-2,151",,
2018/5/10,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000",,
2018/5/10,医療,楽天カード,シグマコンタクト,"-3,042",,
2018/5/12,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2018/5/12,手数料,UFJ,手数料,-216,,
2018/5/12,ガソリン,楽天カード,ナガヌマ エスエス,"-3,155",,
2018/5/12,その他,楽天カード,東海メガネ・コンタクト740001,"-2,900",,
2018/5/15,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2018/5/19,その他,楽天カード,AMAZON.CO.JP,"-1,999",,
2018/5/20,税金,楽天カード,システムリヨウリヨウ チバケンセ,-324,,
2018/5/20,税金,楽天カード,チバケンジドウシヤゼイ,"-39,500",,
2018/5/21,ATM引き出し,UFJ,イオンギンコウ,"-6,000",,
2018/5/22,ガス,楽天カード,トウキヨウガス 1195-614,"-11,095",,
2018/5/28,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2018/5/28,管理費,UFJ,RKS(カンリヒトウ,"-17,670",,
2018/5/28,保険,UFJ,ソンポジヤパン,"-2,650",,
2018/5/28,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000",,
2018/5/28,カード返済,UFJ,ラクテンカードサービス,"-50,837",,
2018/5/31,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580",,
2018/5/31,携帯電話,楽天カード,ドコモご利用料金 06ガツブン,"-17,982",,
2018/6/2,ATM引き出し,UFJ,ATM 引き出し,"-20,000",,
2018/6/3,その他,楽天カード,ワークマン,"-3,300",,
2018/6/3,その他,楽天カード,ワークマン,"-6,780",,
2018/6/4,振替,UFJ,ヤマザキ ミチコ,"100,000",,
2018/6/5,給料,UFJ,シンワツウシンコウギヨウ(カ,"234,112",,
2018/6/6,ローン,UFJ,ローン,"-68,398",,
2018/6/8,ATM引き出し,UFJ,ATM 引き出し,"-50,000",,
2018/6/9,電話,楽天カード,NTT東日本 ご利用料金 06ガツブン,"-2,172",,
2018/6/11,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000",,
2018/6/15,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2018/6/18,車,UFJ,JAFネンカイヒ,"-4,000",,
2018/6/18,水道,UFJ,ケンスイドウキヨク,"-9,816",,
2018/6/20,ガス,楽天カード,トウキヨウガス 1195-614,"-10,442",,
2018/6/23,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2018/6/23,その他,楽天カード,AMAZON.CO.JP,"-2,360",,
2018/6/26,保険,UFJ,ソンポジヤパン,"-2,650",,
2018/6/27,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2018/6/27,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000",,
2018/6/27,カード返済,UFJ,ラクテンカードサービス,"-91,333",,
2018/6/28,管理費,UFJ,RKS(カンリヒトウ,"-17,670",,
2018/6/30,その他,楽天カード,GRL,"-3,597",,
2018/6/30,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580",,
2018/6/30,携帯電話,楽天カード,ドコモご利用料金 07ガツブン,"-17,960",,
2018/7/1,ATM引き出し,UFJ,ATM 引き出し,"-10,000",,
2018/7/1,ガソリン,楽天カード,ナガヌマ エスエス,"-6,752",,
2018/7/4,カード返済,UFJ,セゾン,"-6,130",,
2018/7/5,ATM引き出し,UFJ,ATM 引き出し,"-50,000",,
2018/7/5,給料,UFJ,シンワツウシンコウギヨウ(カ,"257,029",,
2018/7/6,ローン,UFJ,ローン,"-68,398",,
2018/7/6,その他,楽天カード,QOO10 JAPAN,"-1,460",,
2018/7/6,その他,楽天カード,WWW.ALIEXPRESS.COM 利用国GB,-193,,
2018/7/6,その他,楽天カード,WWW.ALIEXPRESS.COM 利用国GB,-290,,
2018/7/6,その他,楽天カード,WWW.ALIEXPRESS.COM 利用国GB,-315,,
2018/7/9,電話,楽天カード,NTT東日本 ご利用料金 07ガツブン,"-2,151",,
2018/7/12,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000",,
2018/7/16,ATM引き出し,UFJ,ATM 引き出し,"-20,000",,
2018/7/16,手数料,UFJ,手数料,-216,,
2018/7/17,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2018/7/17,ボーナス,UFJ,シンワツウシンコウギヨウ(カ,"636,954",,
2018/7/21,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2018/7/21,振替,UFJ,ヤマザキ ミチコ,"-300,000",,
2018/7/21,ガソリン,楽天カード,ナガヌマ エスエス,"-4,577",,
2018/7/23,ガス,楽天カード,トウキヨウガス 1195-614,"-9,627",,
2018/7/26,保険,UFJ,ソンポジヤパン,"-2,990",,
2018/7/27,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2018/7/27,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2018/7/27,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000",,
2018/7/27,カード返済,UFJ,ラクテンカードサービス,"-50,213",,
2018/7/30,管理費,UFJ,RKS(カンリヒトウ,"-17,670",,
2018/7/31,ATM引き出し,UFJ,ATM 引き出し,"-100,000",,
2018/7/31,税金,UFJ,チバシコテイ,"-22,000",,
2018/7/31,手数料,UFJ,手数料,-108,,
2018/7/31,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580",,
2018/7/31,携帯電話,楽天カード,ドコモご利用料金 08ガツブン,"-17,949",,
2018/8/1,収入,UFJ,ケンミンキヨウサイ セ,"36,744",,
2018/8/3,給料,UFJ,シンワツウシンコウギヨウ(カ,"453,681",,
2018/8/6,ローン,UFJ,ローン,"-68,398",,
2018/8/8,その他,楽天カード,AMAZON.CO.JP,"-2,400",,
2018/8/9,電話,楽天カード,NTT東日本 ご利用料金 08ガツブン,"-2,169",,
2018/8/10,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000",,
2018/8/11,ATM引き出し,UFJ,ATM 引き出し,"-50,000",,
2018/8/11,ガソリン,楽天カード,ナガヌマ エスエス,"-5,634",,
2018/8/12,ガソリン,楽天カード,コスモセキユ,"-6,057",,
2018/8/15,ATM引き出し,UFJ,ATM 引き出し,"-50,000",,
2018/8/15,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2018/8/15,手数料,UFJ,手数料,-108,,
2018/8/16,水道,UFJ,ケンスイドウキヨク,"-10,376",,
2018/8/18,ガソリン,楽天カード,ナガヌマ エスエス,"-5,437",,
2018/8/19,食費,楽天カード,すたみな太郎 千葉北店 4971156011291 01226,"-7,892",,
2018/8/20,利息,UFJ,スーパーフツウ,1,,
2018/8/22,ガス,楽天カード,トウキヨウガス 1195-614,"-11,428",,
2018/8/23,その他,楽天カード,ローソンチケット,"-16,248",,
2018/8/26,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2018/8/27,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2018/8/27,保険,UFJ,ソンポジヤパン,"-2,990",,
2018/8/27,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000",,
2018/8/27,カード返済,UFJ,ラクテンカードサービス,"-46,905",,
2018/8/28,管理費,UFJ,RKS(カンリヒトウ,"-17,670",,
2018/8/31,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580",,
2018/8/31,携帯電話,楽天カード,ドコモご利用料金 09ガツブン,"-17,959",,
2018/9/2,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2018/9/4,カード返済,UFJ,セゾン,"-1,790",,
2018/9/5,給料,UFJ,シンワツウシンコウギヨウ(カ,"313,649",,
2018/9/6,ローン,UFJ,ローン,"-68,398",,
2018/9/7,ATM引き出し,UFJ,ATM 引き出し,"-50,000",,
2018/9/7,その他,楽天カード,AMAZON.CO.JP,"-3,191",,
2018/9/9,電話,楽天カード,NTT東日本 ご利用料金 09ガツブン,"-2,151",,
2018/9/10,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000",,
2018/9/15,ガソリン,楽天カード,ナガヌマ エスエス,"-1,741",,
2018/9/16,ATM引き出し,UFJ,イオンギンコウ,"-50,000",,
2018/9/16,手数料,UFJ,手数料,-108,,
2018/9/16,ガソリン,楽天カード,ナガヌマ エスエス,"-6,492",,
2018/9/18,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2018/9/20,ガス,楽天カード,トウキヨウガス 1195-614,"-10,837",,
2018/9/22,その他,楽天カード,ららぽ-とTOKYO-BAY,"-8,067",,
2018/9/26,保険,UFJ,ソンポジヤパン,"-2,990",,
2018/9/27,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2018/9/27,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000",,
2018/9/27,カード返済,UFJ,ラクテンカードサービス,"-78,794",,
2018/9/27,その他,楽天カード,クリアコンタクト730008,"-2,450",,
2018/9/28,管理費,UFJ,RKS(カンリヒトウ,"-17,670",,
2018/9/29,ATM引き出し,UFJ,ATM 引き出し,"-10,000",,
2018/9/30,ATM引き出し,UFJ,ATM 引き出し,"-15,000",,
2018/9/30,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580",,
2018/9/30,携帯電話,楽天カード,ドコモご利用料金 10ガツブン,"-18,143",,
2018/10/2,その他,楽天カード,WWW.TAIDOBUY.COM 利用国PL,"-3,228",,
2018/10/4,カード返済,UFJ,セゾン,"-2,190",,
2018/10/5,ATM引き出し,UFJ,ATM 引き出し,"-50,000",,
2018/10/5,給料,UFJ,シンワツウシンコウギヨウ(カ,"283,428",,
2018/10/8,ガソリン,楽天カード,ナガヌマ エスエス,"-5,293",,
2018/10/9,ローン,UFJ,ローン,"-68,398",,
2018/10/9,電話,楽天カード,NTT東日本 ご利用料金 10ガツブン,"-2,151",,
2018/10/10,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2018/10/10,手数料,UFJ,手数料,-108,,
2018/10/15,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2018/10/16,水道,UFJ,ケンスイドウキヨク,"-9,256",,
2018/10/18,駐車場,UFJ,カイヒンフドウサン(カ,"-8,000",,
2018/10/19,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2018/10/19,手数料,UFJ,手数料,-108,,
2018/10/21,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2018/10/21,ガソリン,楽天カード,ナガヌマ エスエス,"-4,538",,
2018/10/22,ガス,楽天カード,トウキヨウガス 1195-614,"-10,553",,
2018/10/26,保険,UFJ,ソンポジヤパン,"-2,990",,
2018/10/27,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2018/10/27,手数料,UFJ,手数料,-216,,
2018/10/27,その他,楽天カード,ニトリ 6398102010002,"-12,471",,
2018/10/29,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2018/10/29,管理費,UFJ,RKS(カンリヒトウ,"-17,670",,
2018/10/29,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000",,
2018/10/29,カード返済,UFJ,ラクテンカードサービス,"-54,018",,
2018/10/31,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,580",,
2018/10/31,携帯電話,楽天カード,ドコモご利用料金 11ガツブン,"-18,435",,
2018/11/4,ATM引き出し,UFJ,ATM 引き出し,"-50,000",,
2018/11/4,その他,楽天カード,アベイル,"-5,140",,
